web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien-src
"1772354979-1","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots Hight quality husky Sibérien","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1568103_uploaded_image1_1580413061.76.png"
"1772354979-2","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots akita américain","990 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1536386_uploaded_image1_1580821754.85.png"
"1772354979-3","https://sn.coinafrique.com/categorie/chiens?page=11","Caniche","100 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1502366_uploaded_image1_1579392503.84.png"
"1772354979-4","https://sn.coinafrique.com/categorie/chiens?page=11","Caniches","100 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1502318_uploaded_image1_1579389696.6.png"
"1772354979-5","https://sn.coinafrique.com/categorie/chiens?page=11","Caniche","100 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1502314_uploaded_image1_1579389662.11.png"
"1772354979-6","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots husky sibérien - dog argentin - cane corso","350 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_1477206_uploaded_image1_1578994405.03.png"
"1772354979-7","https://sn.coinafrique.com/categorie/chiens?page=11","Spitz nain","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1455313_uploaded_image1_1578601460.81.png"
"1772354979-8","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots Chowchow","990 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1444195_uploaded_image1_1578452519.81.png"
"1772354979-9","https://sn.coinafrique.com/categorie/chiens?page=11","Bebé Lhasa Apso","Prix sur demande","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_1426072_uploaded_image1_1578142225.59.png"
"1772354979-10","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots Dalmatiens","450 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1396092_uploaded_image1_1577444313.67.png"
"1772354979-11","https://sn.coinafrique.com/categorie/chiens?page=11","Chiot Berger Allemand","350 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1387279_uploaded_image1_1577244796.5.png"
"1772354979-12","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots Shih-Tzu","250 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1381280_uploaded_image1_1577118817.92.png"
"1772354979-13","https://sn.coinafrique.com/categorie/chiens?page=11","Chien Pitbull","150 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_1339794_uploaded_image1_1576322961.44.png"
"1772354979-14","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots Cane Corso","500 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1279844_uploaded_image1_1575227437.45.png"
"1772354979-15","https://sn.coinafrique.com/categorie/chiens?page=11","Bichon maltais","170 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1208713_uploaded_image1_1573923517.79.png"
"1772354979-16","https://sn.coinafrique.com/categorie/chiens?page=11","Bergers - labrador - pitbull - rottweiler","Prix sur demande","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1184876_uploaded_image1_1573492032.86.png"
"1772354979-17","https://sn.coinafrique.com/categorie/chiens?page=11","Bichons malté","180 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_1176190_uploaded_image1_1573296965.03.png"
"1772354979-18","https://sn.coinafrique.com/categorie/chiens?page=11","Berger blanc","200 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_1163882_uploaded_image1_1577060329.24.png"
"1772354979-19","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots Berger Allemand de race pure","125 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1148739_uploaded_image1_1572796180.58.png"
"1772354979-20","https://sn.coinafrique.com/categorie/chiens?page=11","Pitbull","90 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1139092_uploaded_image1_1572580780.65.png"
"1772354979-21","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots Berger Allemand","350 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1123229_uploaded_image1_1572285379.45.png"
"1772354979-22","https://sn.coinafrique.com/categorie/chiens?page=11","Chien Rottweiler","375 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_1122493_uploaded_image1_1572275963.13.png"
"1772354979-23","https://sn.coinafrique.com/categorie/chiens?page=11","Chiot berger allemand","200 000CFA","location_onPatte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_1115802_uploaded_image1_1572126146.27.png"
"1772354979-24","https://sn.coinafrique.com/categorie/chiens?page=11","Chiot akita américain","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1106542_uploaded_image1_1571934153.2.png"
"1772354979-25","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots","350 000CFA","location_onLes Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1000525_uploaded_image1_1569688531.08.png"
"1772354979-26","https://sn.coinafrique.com/categorie/chiens?page=11","Boerboel femelle","400 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_989796_uploaded_image1_1569465977.94.png"
"1772354979-27","https://sn.coinafrique.com/categorie/chiens?page=11","Chiot Cane Corso","800 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_956906_uploaded_image1_1568758075.68.png"
"1772354979-28","https://sn.coinafrique.com/categorie/chiens?page=11","Pitbull black nose","250 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_900600_uploaded_image1_1567424429.78.png"
"1772354979-29","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots Cane Corso","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_891450_uploaded_image1_1567127976.09.png"
"1772354979-30","https://sn.coinafrique.com/categorie/chiens?page=11","Chien berger allemand à poil long","200 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_848994_uploaded_image1_1566053635.51.png"
"1772354979-31","https://sn.coinafrique.com/categorie/chiens?page=11","Caniche bichons maltais","190 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_788455_uploaded_image1_1564267086.61.png"
"1772354979-32","https://sn.coinafrique.com/categorie/chiens?page=11","Pitbull Red Nose","220 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_778978_uploaded_image1_1564025139.31.png"
"1772354979-33","https://sn.coinafrique.com/categorie/chiens?page=11","Chiot Boerboel","450 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_751964_uploaded_image1_1563320930.56.png"
"1772354979-34","https://sn.coinafrique.com/categorie/chiens?page=11","Caniche bichon","200 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_751558_uploaded_image1_1563309112.52.png"
"1772354979-35","https://sn.coinafrique.com/categorie/chiens?page=11","Chiots Pitbull","250 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_742716_uploaded_image2_1563030467.78.png"
"1772354979-36","https://sn.coinafrique.com/categorie/chiens?page=11","Pitt Bull red nose femelle","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_742530_uploaded_image1_1563025513.69.png"
"1772354981-37","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Rottweiller","300 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2580700_uploaded_image1_1598548338.jpg"
"1772354981-38","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Spitz nain Pomeranian","1 900 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2578678_uploaded_image1_1598473259.jpg"
"1772354981-39","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Rottweiller","300 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2575614_uploaded_image1_1598372726.jpg"
"1772354981-40","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Rotweiller","300 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567679_uploaded_image1_1598129482.jpg"
"1772354981-41","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Malinois pur sang","250 000CFA","location_onOuest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567608_uploaded_image1_1598126860.jpg"
"1772354981-42","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Spitz Pomperanian","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567174_uploaded_image1_1598112867.jpg"
"1772354981-43","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot  Chiuawa","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567166_uploaded_image1_1598112763.jpg"
"1772354981-44","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Kangal","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567155_uploaded_image1_1598112585.jpg"
"1772354981-45","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Bulldog","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567149_uploaded_image1_1598112443.jpg"
"1772354981-46","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Doberman","650 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567144_uploaded_image1_1598112288.jpg"
"1772354981-47","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Boerboel","Prix sur demande","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_2557147_uploaded_image1_1597839325.jpg"
"1772354981-48","https://sn.coinafrique.com/categorie/chiens?page=10","Femelle pitbull","120 000CFA","location_onBargny, Sénégal","https://images.coinafrique.com/thumb_2555833_uploaded_image1_1597802491.jpg"
"1772354981-49","https://sn.coinafrique.com/categorie/chiens?page=10","Canish","250 000CFA","location_onFass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2551556_uploaded_image1_1597687758.jpg"
"1772354981-50","https://sn.coinafrique.com/categorie/chiens?page=10","Malinois","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2544486_uploaded_image1_1597452357.jpg"
"1772354981-51","https://sn.coinafrique.com/categorie/chiens?page=10","Belger allemand","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2544470_uploaded_image1_1597451496.jpg"
"1772354981-52","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots berger allemand","250 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2541838_uploaded_image1_1597368796.jpg"
"1772354981-53","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots shih tzu","250 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2536904_uploaded_image1_1597236557.jpg"
"1772354981-54","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Berger Allemand","150 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_2535190_uploaded_image1_1597184067.jpg"
"1772354981-55","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot berger malinois","250 000CFA","location_onDiamniadio, Sénégal","https://images.coinafrique.com/thumb_2534330_uploaded_image1_1597162093.jpg"
"1772354981-56","https://sn.coinafrique.com/categorie/chiens?page=10","Chien chiwawa","300 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2533324_uploaded_image1_1597146281.jpg"
"1772354981-57","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Rottweiler","300 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2528100_uploaded_image1_1597008492.jpg"
"1772354981-58","https://sn.coinafrique.com/categorie/chiens?page=10","Berger allemand","175 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2508974_uploaded_image1_1596479158.jpg"
"1772354981-59","https://sn.coinafrique.com/categorie/chiens?page=10","Chiens  Berger allemand","200 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2482151_uploaded_image1_1595683430.jpg"
"1772354981-60","https://sn.coinafrique.com/categorie/chiens?page=10","Yorkshire toy femelle","750 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2466136_uploaded_image1_1595344530.jpg"
"1772354981-61","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Bichons Maltais","195 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2460286_uploaded_image1_1595235680.jpg"
"1772354981-62","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Malinois","200 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2457699_uploaded_image1_1595163103.jpg"
"1772354981-63","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots","300 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2452744_uploaded_image1_1595018955.jpg"
"1772354981-64","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots bichons","200 000CFA","location_onHLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2443734_uploaded_image1_1594839124.jpg"
"1772354981-65","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots malinois","250 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2441977_uploaded_image1_1594815579.jpg"
"1772354981-66","https://sn.coinafrique.com/categorie/chiens?page=10","Malinois pur sang","250 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2425090_uploaded_image1_1594426421.jpg"
"1772354981-67","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Caniche","300 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2417666_uploaded_image2_1594290464.jpeg"
"1772354981-68","https://sn.coinafrique.com/categorie/chiens?page=10","Berger allemand","350 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2374457_uploaded_image1_1593588468.jpg"
"1772354981-69","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot yorkie","300 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2373725_uploaded_image1_1593562231.jpg"
"1772354981-70","https://sn.coinafrique.com/categorie/chiens?page=10","Berger allemand","350 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2354463_uploaded_image1_1593244171.jpg"
"1772354981-71","https://sn.coinafrique.com/categorie/chiens?page=10","Chien berger malinois","150 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2331869_uploaded_image1_1592905487.jpg"
"1772354981-72","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Bichons","350 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2324363_uploaded_image1_1592781561.jpg"
"1772354981-73","https://sn.coinafrique.com/categorie/chiens?page=10","Caniche","240 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2308946_uploaded_image1_1592507915.jpg"
"1772354981-74","https://sn.coinafrique.com/categorie/chiens?page=10","Berger Allemand femelle","250 000CFA","location_onFass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2300480_uploaded_image1_1592400668.jpg"
"1772354981-75","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Rottweiler","400 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2299686_uploaded_image1_1592393679.jpg"
"1772354981-76","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Berger","160 000CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_2277897_uploaded_image1_1592046957.jpg"
"1772354981-77","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Berger blanc","170 000CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_2250259_uploaded_image1_1591646066.jpg"
"1772354981-78","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots berger belge malinois","150 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2244294_uploaded_image1_1591560490.jpg"
"1772354981-79","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots berger allemand","175 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2230488_uploaded_image1_1591320628.jpg"
"1772354981-80","https://sn.coinafrique.com/categorie/chiens?page=10","Berger allemand pur sang","150 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217470_uploaded_image1_1591135735.jpg"
"1772354981-81","https://sn.coinafrique.com/categorie/chiens?page=10","Berger allemand pure sang","150 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217466_uploaded_image1_1591135619.jpg"
"1772354981-82","https://sn.coinafrique.com/categorie/chiens?page=10","Berger blanc suisse","150 000CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_2211811_uploaded_image1_1591059036.jpg"
"1772354981-83","https://sn.coinafrique.com/categorie/chiens?page=10","Chien","65 000CFA","location_onGibraltar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2209275_uploaded_image1_1591023390.jpg"
"1772354981-84","https://sn.coinafrique.com/categorie/chiens?page=10","Bichons","350 000CFA","location_onNgor, Dakar, Sénégal","https://images.coinafrique.com/thumb_2181152_uploaded_image1_1590585289.jpg"
"1772354981-85","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot chowchow","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2155097_uploaded_image1_1590127308.jpg"
"1772354981-86","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Yorkie_Chon","300 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2151616_uploaded_image1_1592169330.jpg"
"1772354981-87","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Rottweiler","300 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2151223_uploaded_image1_1590064972.jpg"
"1772354981-88","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots rockweile","290 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2119461_uploaded_image1_1589565559.jpg"
"1772354981-89","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Yorkshire/caniche","200 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2107633_uploaded_image1_1589392557.jpg"
"1772354981-90","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Berger Amstaff","130 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2082208_uploaded_image1_1588983812.jpg"
"1772354981-91","https://sn.coinafrique.com/categorie/chiens?page=10","Berger malinois charboné","300 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2063869_uploaded_image1_1588722042.jpg"
"1772354981-92","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Can Corso","300 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2062566_uploaded_image1_1588702172.jpg"
"1772354981-93","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Berger Allemand","250 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2062558_uploaded_image1_1588702072.jpg"
"1772354981-94","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Chowchow","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2047517_uploaded_image1_1588470753.jpg"
"1772354981-95","https://sn.coinafrique.com/categorie/chiens?page=10","Femelles  métisse rock / 4 chiennes","50 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1984265_uploaded_image1_1587479748.47.jpeg"
"1772354981-96","https://sn.coinafrique.com/categorie/chiens?page=10","CHiots Pitbull","90 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1959031_uploaded_image1_1587075773.91.jpeg"
"1772354981-97","https://sn.coinafrique.com/categorie/chiens?page=10","Chien","400 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1940073_uploaded_image1_1586802159.93.png"
"1772354981-98","https://sn.coinafrique.com/categorie/chiens?page=10","Chien","400 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1940062_uploaded_image1_1586802060.81.png"
"1772354981-99","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Labrador","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1935397_uploaded_image1_1586726397.65.png"
"1772354981-100","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot boxer","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1935386_uploaded_image1_1586726128.5.png"
"1772354981-101","https://sn.coinafrique.com/categorie/chiens?page=10","Chiens Malinois","300 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1904735_uploaded_image1_1586214527.85.png"
"1772354981-102","https://sn.coinafrique.com/categorie/chiens?page=10","Métisse chiots rottweiler","50 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890049_uploaded_image1_1585932795.82.png"
"1772354981-103","https://sn.coinafrique.com/categorie/chiens?page=10","Labrador","200 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1869479_uploaded_image1_1585587706.8.png"
"1772354981-104","https://sn.coinafrique.com/categorie/chiens?page=10","Bulldog anglais","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1862159_uploaded_image1_1585460332.93.png"
"1772354981-105","https://sn.coinafrique.com/categorie/chiens?page=10","Femelle dogue de Bordeaux","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1862155_uploaded_image1_1585460203.94.png"
"1772354981-106","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Dogue allemand","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1862148_uploaded_image1_1585459981.26.png"
"1772354981-107","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots pékinois pure race","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1862142_uploaded_image1_1585459853.32.png"
"1772354981-108","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Shiba inu","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1862112_uploaded_image1_1585456241.69.png"
"1772354981-109","https://sn.coinafrique.com/categorie/chiens?page=10","Chiots Spitz nain pomeranian","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1862107_uploaded_image1_1585455904.62.png"
"1772354981-110","https://sn.coinafrique.com/categorie/chiens?page=10","Caniches","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1840583_uploaded_image1_1585048857.01.png"
"1772354981-111","https://sn.coinafrique.com/categorie/chiens?page=10","Chien Dogue Allemand","Prix sur demande","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1840570_uploaded_image2_1585048708.25.png"
"1772354981-112","https://sn.coinafrique.com/categorie/chiens?page=10","Doberman pure souche","350 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1803179_uploaded_image1_1584379219.84.png"
"1772354981-113","https://sn.coinafrique.com/categorie/chiens?page=10","Chien Bichon","Prix sur demande","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1733519_uploaded_image2_1583168047.85.png"
"1772354981-114","https://sn.coinafrique.com/categorie/chiens?page=10","Cani corso","600 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1716117_uploaded_image1_1582837304.5.png"
"1772354981-115","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot berger belge malinois","175 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_1628361_uploaded_image1_1581360490.25.png"
"1772354981-116","https://sn.coinafrique.com/categorie/chiens?page=10","Doberman","400 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1621541_uploaded_image1_1581266142.61.png"
"1772354981-117","https://sn.coinafrique.com/categorie/chiens?page=10","Pékinois","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1592664_uploaded_image1_1580822577.52.png"
"1772354981-118","https://sn.coinafrique.com/categorie/chiens?page=10","Doberman lignée européenne","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1592645_uploaded_image1_1580822366.65.png"
"1772354981-119","https://sn.coinafrique.com/categorie/chiens?page=10","Spitz pomperanian nain","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1592536_uploaded_image1_1580821182.56.png"
"1772354981-120","https://sn.coinafrique.com/categorie/chiens?page=10","Chiot Spitz nain","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1571895_uploaded_image1_1580477105.7.png"
"1772354984-121","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bergers Allemands","150 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_3035100_uploaded_image3_1617361106.jpeg"
"1772354984-122","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Husky","450 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032898_uploaded_image1_1617282596.jpg"
"1772354984-123","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot pitbull","150CFA","location_onMamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3025431_uploaded_image1_1616942140.jpg"
"1772354984-124","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot couple teckel","200CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3023422_uploaded_image1_1616808652.jpg"
"1772354984-125","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bergers Allemands","150 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_3018685_uploaded_image1_1616591306.jpg"
"1772354984-126","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Bijon Malté","210 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3012169_uploaded_image1_1616254703.jpg"
"1772354984-127","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot cane corso","450 000CFA","location_onColobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1772354984-128","https://sn.coinafrique.com/categorie/chiens?page=9","Berger belge malinois","Prix sur demande","location_onMamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005565_uploaded_image1_1615928047.jpg"
"1772354984-129","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Labrador","450 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005026_uploaded_image1_1615910656.jpg"
"1772354984-130","https://sn.coinafrique.com/categorie/chiens?page=9","Chien cane corso","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2996181_uploaded_image1_1615461660.jpg"
