web_scraper_order,web_scraper_start_url,details,prix,adresse,image_lien-src
"1772355946-739","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulettes pré ponte de 124 jours","5 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5655142_uploaded_image2_1764832679.jpeg"
"1772355946-740","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin goliath","300CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_5648409_uploaded_image1_1764510412.jpg"
"1772355946-741","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet Goliath","Prix sur demande","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648319_uploaded_image1_1764504900.jpg"
"1772355946-742","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Voyageur","20 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_5642510_uploaded_image1_1764173213.jpg"
"1772355946-743","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahman","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5594420_uploaded_image1_1761683034.jpg"
"1772355946-744","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Femmel cailloute","30 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5587969_uploaded_image1_1761236540.jpg"
"1772355946-745","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahman","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5577027_uploaded_image1_1760621886.jpg"
"1772355946-746","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5572908_uploaded_image1_1760428902.jpg"
"1772355946-747","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons mondain","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5572903_uploaded_image1_1760428699.jpg"
"1772355946-748","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple  Mondain","130 000CFA","location_onHLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5541428_uploaded_image1_1758715216.jpg"
"1772355946-749","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon","15 000CFA","location_onOuest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5521622_uploaded_image1_1757666321.jpg"
"1772355946-750","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","40 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5514578_uploaded_image2_1757331557.jpeg"
"1772355946-751","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain","120 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5507608_uploaded_image1_1756942600.jpg"
"1772355946-752","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain","120 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5507606_uploaded_image1_1756942550.jpg"
"1772355946-753","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons","100 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5458528_uploaded_image1_1754315737.jpg"
"1772355946-754","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Cochin caillouté","Prix sur demande","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5497195_uploaded_image1_1756395052.jpg"
"1772355946-755","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couples texans pionniers","40 000CFA","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5497183_uploaded_image1_1756394350.jpg"
"1772355946-756","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple Mondain","100 000CFA","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5497172_uploaded_image1_1756394052.jpg"
"1772355946-757","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple Manteau noir","15 000CFA","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5497155_uploaded_image1_1756393487.jpg"
"1772355946-758","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon culbtant volga","30 000CFA","location_onFatick, Sénégal","https://images.coinafrique.com/thumb_5497140_uploaded_image1_1756393034.jpg"
"1772355946-759","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Lahore Levante","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_5486667_uploaded_image1_1755797873.jpg"
"1772355946-760","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Beauté Allemande","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_5486666_uploaded_image1_1755797791.jpg"
"1772355946-761","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","35 000CFA","location_onAlmadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5465434_uploaded_image1_1754648894.jpg"
"1772355946-762","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin Métis Californien","25 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5437884_uploaded_image1_1753306013.jpg"
"1772355946-763","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Brahman herminé","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5435588_uploaded_image1_1753200754.jpg"
"1772355946-764","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussins frisés","15 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5430818_uploaded_image1_1752929676.jpg"
"1772355946-765","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussins brahma blanc herminé","25 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5414572_uploaded_image1_1752060211.jpg"
"1772355946-766","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussins brahmas importés","10 000CFA","location_onDiamalaye 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5404325_uploaded_image1_1751544553.jpg"
"1772355946-767","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussins frisés","15 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5402124_uploaded_image1_1751450050.jpg"
"1772355946-768","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussins frisés","15 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5402120_uploaded_image1_1751449791.jpg"
"1772355946-769","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Coqs colorés","8 000CFA","location_onBiscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5394586_uploaded_image1_1751020727.jpg"
"1772355946-770","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet pondeuses","Prix sur demande","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_5393356_uploaded_image1_1750945446.jpg"
"1772355946-771","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapins","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_5384185_uploaded_image1_1750435313.jpg"
"1772355946-772","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple voyageur","15 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5381347_uploaded_image1_1750286641.jpg"
"1772355946-773","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin Métis californien","15 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5364052_uploaded_image1_1749295289.jpg"
"1772355946-774","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussins Brahma","Prix sur demande","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5352324_uploaded_image1_1748613214.jpg"
"1772355946-775","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapins Métis Californien","10 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5350705_uploaded_image1_1748514803.jpg"
"1772355946-776","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","couple mondain adulte 2024","200 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_5337087_uploaded_image1_1747753115.jpg"
"1772355946-777","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple Braman Hermine","90 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329879_uploaded_image1_1747329681.jpg"
"1772355946-778","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple Braman Hermine","90 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329869_uploaded_image1_1747329370.jpg"
"1772355946-779","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Dindon","Prix sur demande","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323572_uploaded_image1_1747046013.jpg"
"1772355946-780","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur","Prix sur demande","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323552_uploaded_image1_1747045029.jpg"
"1772355946-781","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon King Indigo","Prix sur demande","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321991_uploaded_image1_1746917494.jpg"
"1772355946-782","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon","30 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_5290537_uploaded_image1_1745182886.jpg"
"1772355946-783","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule","25 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg"
"1772355946-784","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin geant","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5276799_uploaded_image1_1744362952.jpg"
"1772355946-785","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Barman","12 500CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_5276065_uploaded_image1_1744311662.jpg"
"1772355946-786","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5274182_uploaded_image1_1744216748.jpg"
"1772355946-787","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5274177_uploaded_image1_1744216637.jpg"
"1772355946-788","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons voyageurs","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5274172_uploaded_image1_1744216429.jpg"
"1772355946-789","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Brahma columbia","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5272290_uploaded_image1_1744128456.jpg"
"1772355946-790","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons de race","Prix sur demande","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5258333_uploaded_image1_1743424345.jpg"
"1772355946-791","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet local","3 500CFA","location_onPatte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5252650_uploaded_image1_1743037834.jpg"
"1772355946-792","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon","100 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5246700_uploaded_image1_1742737554.jpg"
"1772355946-793","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain","150 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5232372_uploaded_image1_1741970489.jpg"
"1772355946-794","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin Métis Californien","25 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5225208_uploaded_image1_1741633076.jpg"
"1772355946-795","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Coque Hermine","50 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5202384_uploaded_image1_1740482590.jpg"
"1772355946-796","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapins métis californiens","10 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_5198096_uploaded_image1_1740225080.jpg"
"1772355946-797","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin Californien","120 000CFA","location_onAlmadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189123_uploaded_image1_1739781768.jpg"
"1772355946-798","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur","5 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5180652_uploaded_image1_1739276152.jpg"
"1772355946-799","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin herminé","10 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5179009_uploaded_image1_1739192841.jpg"
"1772355946-800","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain","150 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5121788_uploaded_image1_1736179154.jpg"
"1772355946-801","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","12 000CFA","location_onDiamniadio, Sénégal","https://images.coinafrique.com/thumb_5119498_uploaded_image1_1736025924.jpg"
"1772355946-802","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","12 000CFA","location_onDiamniadio, Sénégal","https://images.coinafrique.com/thumb_5119494_uploaded_image1_1736025705.jpg"
"1772355946-803","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin Herminé","36 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5107651_uploaded_image1_1735215733.jpg"
"1772355946-804","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussins","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104370_uploaded_image1_1734964382.jpg"
"1772355946-805","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple lahore lavande","30 000CFA","location_onPatte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5088564_uploaded_image1_1734010113.jpg"
"1772355946-806","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain","200 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg"
"1772355946-807","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin brahman","25 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_5080703_uploaded_image1_1733571477.jpg"
"1772355946-808","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Mondain noir","150 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078519_uploaded_image1_1733444790.jpg"
